source_id,substrate_mc,substrate_ts,substrate_vs,substrate_fs,inoculum_mc,inoculum_ts,inoculum_vs,inoculum_fs,scod,tcod,scod_tcod_ratio,trs,lignin,hmf,fm_ratio,h2_yield
EXP_018,6.052229106,93.94777089,85.62212618,14.37787382,88.80784701,11.19215299,87.48918734,12.51081266,6182.822006,8841.058572,0.699330511,22.75657852,20.51744761,124.415076,1,89.23519881
EXP_014,5.894956363,94.10504364,87.41770957,12.58229043,84.69431048,15.30568952,91.3214536,8.678546402,6190.871846,10313.80578,0.600250963,16.13722676,12.01675239,116.567016,1,88.00597463
EXP_016,5.762253045,94.23774695,91.417584,8.582415996,92.68697186,7.313028143,86.11158447,13.88841553,6879.639913,14905.57359,0.46154815,22.14537467,21.41073789,48.31000849,1,88.30611996
EXP_018,6.005688377,93.99431162,85.59582367,14.40417633,88.95103145,11.04896855,87.54168552,12.45831448,6147.091199,9076.302621,0.677268207,22.50675698,20.93463959,111.6555574,1,93.22777699
EXP_018,6.034564534,93.96543547,85.72237834,14.27762166,89.19023883,10.80976117,87.35530928,12.64469072,6243.054428,8696.014214,0.717921369,22.64028726,21.45253425,107.1426457,1,89.81030373
EXP_022,6.13334317,93.86665683,82.78672918,17.21327082,86.49352021,13.50647979,91.71435921,8.285640787,6554.531117,12838.63872,0.510531627,5.744565061,17.02104587,106.4187093,1,88.67067407
EXP_015,5.708187765,94.29181223,79.46349692,20.53650308,87.86050211,12.13949789,91.0159935,8.984006502,4539.205162,11140.12533,0.407464461,10.63711276,17.03742176,137.6230281,1,94.68465539
EXP_021,5.438355119,94.56164488,82.87641891,17.12358109,92.71416492,7.285835081,85.63716068,14.36283932,5473.371865,10856.53748,0.504154467,19.06092749,20.61880007,184.9382488,1,84.4431972
EXP_020,5.962336379,94.03766362,83.46755679,16.53244321,90.76729399,9.232706013,87.99620445,12.00379555,5883.55555,11449.34673,0.513876965,4.338601592,16.08699504,333.2050019,1,63.43123631
EXP_015,5.69468805,94.30531195,79.13058392,20.86941608,87.66104575,12.33895425,90.61381653,9.38618347,4555.83396,10953.5715,0.415922237,11.27062453,16.37521089,145.1444581,1,92.16944632
EXP_013,5.868290577,94.13170942,86.16619486,13.83380514,85.95341378,14.04658622,90.33069331,9.669306686,7950.924854,8828.054345,0.900642944,16.73939368,14.12627429,353.9194154,1,62.12502894
EXP_014,5.889464929,94.11053507,88.32329114,11.67670886,84.85378356,15.14621644,91.29323442,8.706765583,6188.737812,10226.90092,0.60514303,16.25840236,12.09891667,130.0779558,1,85.69502699
EXP_019,6.095162569,93.90483743,83.07765756,16.92234244,88.18484568,11.81515432,87.92974224,12.07025776,5767.892286,12660.6393,0.455576701,6.682654479,21.07653444,200.7308928,1,110.7970837
EXP_020,5.981629684,94.01837032,82.95627558,17.04372442,91.49202848,8.507971516,88.29980361,11.70019639,6008.868526,11164.85774,0.538194813,5.385796308,15.58659573,316.129074,1,65.88600811
EXP_018,5.988821183,94.01117882,85.8271015,14.1728985,88.76277775,11.23722225,88.05573375,11.94426625,6240.12111,8642.719906,0.722008948,21.41432956,20.6176953,129.2667452,1,89.33057262
EXP_019,6.05551521,93.94448479,83.55962912,16.44037088,88.23904805,11.76095195,88.21066209,11.78933791,5773.371418,12619.66724,0.457489988,6.293491118,21.20170458,209.9442053,1,112.5453127
EXP_013,5.911257525,94.08874247,86.67067136,13.32932864,85.86615295,14.13384705,89.37799543,10.62200457,7855.538605,8758.518803,0.896902636,18.38110645,14.14645304,374.1435962,1,64.34227093
EXP_017,6.062306337,93.93769366,77.67937321,22.32062679,89.08004213,10.91995787,84.66579447,15.33420553,6369.774098,14265.91188,0.446503115,9.789187252,20.5322646,70.92922726,1,67.66493725
EXP_021,5.484806954,94.51519305,83.13922732,16.86077268,92.97864937,7.021350626,85.29037473,14.70962527,5507.856334,11019.95839,0.499807362,19.01274877,20.08238323,205.4182097,1,85.22419837
EXP_016,5.740091525,94.25990847,91.15747457,8.842525428,92.69171941,7.308280588,86.1799366,13.8200634,6788.86546,15119.73849,0.449006804,21.13282431,21.27157496,49.27864783,1,88.82787318
EXP_021,5.461698997,94.538301,83.01194061,16.98805939,91.95408955,8.045910452,85.42958545,14.57041455,5507.827406,10787.87033,0.510557435,18.99210678,20.12068021,195.042747,1,84.11501313
EXP_013,5.914091056,94.08590894,86.50125952,13.49874048,85.72101109,14.27898891,89.77609087,10.22390913,7922.996907,8623.461339,0.918772242,18.26552299,14.37340433,350.7964373,1,63.90896399
EXP_022,6.170462323,93.82953768,83.01866959,16.98133041,86.17704713,13.82295287,91.82530951,8.174690494,6596.140654,12859.52208,0.512938242,6.694403822,17.05531241,115.8917103,1,86.89463851
EXP_020,5.958057324,94.04194268,83.10765113,16.89234887,91.47753335,8.522466647,87.80724547,12.19275453,5981.945917,11307.96518,0.52900286,5.522995868,15.9377208,309.3692776,1,65.52110042
EXP_018,6.018097417,93.98190258,85.73333489,14.26666511,89.28642487,10.71357513,87.61244983,12.38755017,6285.734628,8439.427031,0.744805851,21.93098926,20.7170579,112.835287,1,93.81345617
EXP_018,6.06719197,93.93280803,85.9120057,14.0879943,89.042956,10.957044,87.85312511,12.14687489,6236.210464,8761.41009,0.711781597,22.55026081,20.52928668,113.3249513,1,89.71405106
EXP_022,6.14130116,93.85869884,83.30171187,16.69828813,86.64923474,13.35076526,91.606014,8.393985998,6693.589629,12906.66883,0.518614812,5.517903132,16.71193456,130.247307,1,84.73212764
EXP_016,5.782674322,94.21732568,91.76835885,8.231641153,92.84961071,7.150389291,85.94962953,14.05037047,6800.578452,14615.4607,0.465300314,21.3444085,21.53142937,43.37931251,1,88.35833113
EXP_013,5.880000359,94.11999964,86.23438818,13.76561182,85.464087,14.535913,89.89290916,10.10709084,7946.997112,8732.069833,0.91009317,17.44687254,14.69961964,373.4738431,1,65.13216725
EXP_022,6.163286945,93.83671305,82.61829864,17.38170136,86.29769409,13.70230591,91.70420231,8.295797692,6668.382481,12913.54319,0.516386741,6.604336133,16.98303367,99.63153931,1,89.69561952
EXP_013,5.857787435,94.14221256,86.66839662,13.33160338,85.74983233,14.25016767,89.80424533,10.19575467,7969.375207,8794.952358,0.906130572,16.78542535,14.79078466,344.998819,1,64.71836534
EXP_019,6.055864111,93.94413589,83.03412082,16.96587918,87.99260286,12.00739714,87.85890086,12.14109914,5862.360396,12631.17096,0.464118522,5.60469139,21.58487713,208.2633452,1,114.0971644
EXP_014,5.899658239,94.10034176,88.07635722,11.92364278,84.5889482,15.4110518,91.33096647,8.669033527,6242.970791,10146.45484,0.615285919,16.41844337,12.08891139,128.252301,1,88.69608237
EXP_022,6.165242843,93.83475716,82.63913449,17.36086551,86.33780318,13.66219682,91.88576164,8.114238362,6733.239518,12630.01333,0.533114205,6.745940414,17.31403358,115.9383495,1,89.08303663
EXP_022,6.162165874,93.83783413,82.90519337,17.09480663,86.10354355,13.89645645,91.56276235,8.43723765,6563.257998,12505.80763,0.524816804,6.821137183,16.80392706,105.1339219,1,88.35667686
EXP_017,6.090751794,93.90924821,76.96090597,23.03909403,88.7455913,11.2544087,83.96967583,16.03032417,6289.432709,14578.53855,0.431417229,8.734013048,21.27776639,62.730116,1,65.62418455
EXP_017,6.068600458,93.93139954,77.28727307,22.71272693,89.27081038,10.72918962,84.17654377,15.82345623,6285.39632,14514.92549,0.433029871,8.184654648,21.18688272,55.15350105,1,67.20959298
EXP_017,6.058381834,93.94161817,77.29942156,22.70057844,88.79740681,11.20259319,83.96234076,16.03765924,6274.942321,14591.0052,0.430055519,9.05449717,20.40275599,53.59416689,1,67.59342278
EXP_016,5.764246549,94.23575345,91.2474927,8.7525073,92.43900326,7.560996736,86.25474462,13.74525538,6664.606192,14881.46591,0.447846081,21.32451358,21.05788956,54.56001571,1,87.52577869
EXP_022,6.136072776,93.86392722,83.55887034,16.44112966,85.95358154,14.04641846,92.05549284,7.94450716,6693.599556,12931.39785,0.51762382,7.775148695,16.52341917,114.0130675,1,87.212574
EXP_015,5.735062097,94.2649379,79.76686856,20.23313144,87.48974538,12.51025462,90.89836621,9.101633791,4430.148091,10804.36663,0.410033114,11.64872775,15.95969368,143.0273739,1,95.47054446
EXP_022,6.157338547,93.84266145,82.68425057,17.31574943,86.42059018,13.57940982,91.53398651,8.466013489,6611.560846,12657.86961,0.522328089,6.608096326,17.1367346,116.0705629,1,86.31806061
EXP_019,6.062420754,93.93757925,83.45581491,16.54418509,88.02276489,11.97723511,88.16625286,11.83374714,5703.200973,12520.59267,0.455505672,5.712167237,21.68402169,209.0894353,1,113.3544865
EXP_022,6.170740772,93.82925923,83.21415323,16.78584677,86.27509615,13.72490385,91.73545126,8.264548737,6642.257767,12908.41019,0.514568229,6.895635388,16.80476706,110.1228189,1,87.65383768
EXP_018,6.03822532,93.96177468,85.52010337,14.47989663,88.89040266,11.10959734,87.60079877,12.39920123,6146.530946,8974.457123,0.684891672,22.66590202,21.1593891,110.8890042,1,90.13273028
EXP_021,5.411467558,94.58853244,83.20306282,16.79693718,92.28064791,7.719352088,85.74243663,14.25756337,5422.664736,10760.75831,0.50392961,19.32927976,20.84346776,197.712597,1,83.33008073
EXP_017,6.055332804,93.9446672,77.48251304,22.51748696,89.29998763,10.70001237,84.28438691,15.71561309,6313.230728,14258.48159,0.442770199,7.675000016,21.04082685,75.96477578,1,65.10257321
EXP_017,6.104580717,93.89541928,77.20855326,22.79144674,89.20893271,10.79106729,84.15690415,15.84309585,6252.294622,14250.0797,0.438755063,8.583519428,20.97260932,72.21653785,1,67.82434062
EXP_014,5.921949438,94.07805056,88.10427196,11.89572804,84.83479836,15.16520164,91.21819942,8.781800577,6160.911766,10087.56235,0.610743364,15.16852775,12.15826621,106.6827251,1,86.55128662
EXP_014,5.880921054,94.11907895,88.5218223,11.4781777,84.86505874,15.13494126,91.63129949,8.368700512,6211.695282,10563.05664,0.588058503,16.15940503,12.38695168,124.2434492,1,85.60225195
EXP_012,5.22818294,94.77181706,82.14488015,17.85511985,90.06640937,9.933590627,88.75347323,11.24652677,5754.462561,11123.72115,0.517314529,15.26290358,24.50538542,226.3219525,1,61.89503259
EXP_016,5.747003054,94.25299695,90.9052571,9.094742903,92.25644177,7.743558229,86.38210075,13.61789925,6744.284033,15181.85827,0.444233105,21.10564635,21.47483371,33.69055059,1,88.18854437
EXP_022,6.13967698,93.86032302,83.16114169,16.83885831,86.16923124,13.83076876,91.79551578,8.204484216,6532.52051,12760.9346,0.511915523,5.972839766,17.00480688,118.2585223,1,87.04378207
EXP_022,6.133393627,93.86660637,82.83448886,17.16551114,86.30924339,13.69075661,91.57441186,8.425588142,6601.598747,12799.7305,0.515760761,6.902819355,16.86505023,121.3623557,1,86.37174967
EXP_019,6.093237951,93.90676205,82.74350219,17.25649781,87.90501526,12.09498474,88.30924424,11.69075576,5836.711829,12614.30417,0.46270581,6.568932687,20.61490324,211.4642907,1,111.1601729
EXP_015,5.664322624,94.33567738,79.45472777,20.54527223,87.61591783,12.38408217,90.93806106,9.061938937,4599.583055,10967.3204,0.419389868,11.24626685,16.74210728,145.4701773,1,93.22307355
EXP_017,6.060536098,93.9394639,77.8627117,22.1372883,89.23482068,10.76517932,84.03775722,15.96224278,6227.064847,14352.38182,0.433869787,7.38680013,20.60492653,57.81550942,1,67.80494935
EXP_020,5.992791697,94.0072083,83.22820225,16.77179775,91.7463807,8.253619299,88.16271617,11.83728383,5878.353086,11089.71052,0.530072726,4.129974293,15.95084274,333.0723213,1,63.48930899
EXP_012,5.256680511,94.74331949,82.41457474,17.58542526,90.01627183,9.98372817,88.33210527,11.66789473,5780.046452,10926.85131,0.528976398,14.56994535,24.4706533,207.1931766,1,62.75078105
EXP_022,6.172871437,93.82712856,82.52900776,17.47099224,86.32940382,13.67059618,91.9756201,8.024379902,6734.326497,12808.00621,0.525790383,6.187444195,16.54702673,121.4066158,1,87.1876587
EXP_021,5.430338735,94.56966127,83.34389504,16.65610496,92.14122407,7.858775929,85.78283107,14.21716893,5432.39126,10665.68045,0.509333773,18.8398424,20.23253971,197.9474823,1,85.97126997
EXP_022,6.195541547,93.80445845,83.20853344,16.79146656,86.59419269,13.40580731,91.80532229,8.194677709,6549.702351,12846.7471,0.509833524,6.890147341,17.49940936,121.9244025,1,87.31011634
EXP_013,5.858507488,94.14149251,86.24679613,13.75320387,85.82586177,14.17413823,89.91167944,10.08832056,7925.944951,8746.518706,0.906182816,17.19974931,14.41679348,349.0451476,1,63.88515874
EXP_022,6.166166304,93.8338337,83.23502502,16.76497498,86.50119904,13.49880096,91.63762947,8.362370526,6560.667768,12770.6994,0.513728149,7.717282394,16.52373281,126.1105765,1,86.85467815
EXP_018,6.051335915,93.94866408,85.60199068,14.39800932,89.45892376,10.54107624,87.21576212,12.78423788,6148.312187,8564.740579,0.717863213,22.66171018,21.14383363,112.5010493,1,90.09274008
EXP_018,6.019523235,93.98047676,85.22621109,14.77378891,89.07920029,10.92079971,87.35522634,12.64477366,6216.643338,8717.157619,0.713150273,22.97908485,20.68440113,103.9240516,1,90.05137812
EXP_013,5.906211777,94.09378822,86.55141744,13.44858256,85.57574352,14.42425648,89.77557683,10.22442317,8005.483113,8617.466571,0.928983367,17.92038834,13.8792624,345.9711446,1,61.73168568
EXP_017,6.068057404,93.9319426,77.78585521,22.21414479,89.58330788,10.41669212,83.97634371,16.02365629,6210.851626,14407.61644,0.431081133,8.283317128,21.13175771,65.67198767,1,68.69013288
EXP_015,5.726154825,94.27384517,79.49033906,20.50966094,87.97443944,12.02556056,90.96627232,9.033727678,4602.005235,11229.50368,0.40981377,10.98064357,16.21237405,128.9501981,1,94.09556233
EXP_022,6.117248555,93.88275145,82.91485551,17.08514449,85.85846897,14.14153103,91.9278122,8.072187799,6560.87023,12595.19012,0.520902834,6.637925517,16.97377773,131.132431,1,87.36266167
EXP_015,5.717784707,94.28221529,79.50572996,20.49427004,87.93663847,12.06336153,90.88502226,9.114977735,4523.541202,11405.28552,0.396617971,11.42802184,16.24271796,149.9938227,1,93.88787711
EXP_014,5.91042281,94.08957719,88.42117737,11.57882263,84.53640321,15.46359679,91.50399383,8.496006166,6308.303683,10188.14505,0.619180789,15.91768384,12.43648322,130.9119437,1,87.05257231
EXP_022,6.186718645,93.81328136,82.80522608,17.19477392,86.52083982,13.47916018,91.6177489,8.382251096,6622.147737,12867.32066,0.514648536,7.671437604,16.93357622,130.5033558,1,86.34579662
EXP_014,5.918977906,94.08102209,88.33681254,11.66318746,84.74673061,15.25326939,91.20364193,8.796358074,6179.747078,10076.95289,0.613255529,15.86888423,11.4740258,113.5807002,1,86.22518423
EXP_021,5.479031582,94.52096842,83.00279277,16.99720723,92.05017671,7.949823292,85.64008446,14.35991554,5548.892749,10986.70981,0.505055002,18.87959002,20.52153664,188.114771,1,84.07980823
EXP_022,6.171796713,93.82820329,83.25397663,16.74602337,86.38711992,13.61288008,91.98239884,8.017601162,6588.211001,12779.46467,0.515531063,6.672946907,16.79540681,95.50920193,1,90.38567412
EXP_015,5.707036756,94.29296324,79.38753536,20.61246464,87.8847533,12.1152467,90.93059199,9.069408007,4535.493109,10985.57607,0.412858923,10.84965879,16.89364067,138.4185416,1,94.7897255
EXP_019,6.088305112,93.91169489,83.09671459,16.90328541,88.147227,11.852773,88.11597531,11.88402469,5786.065502,12405.92434,0.466395356,6.97000095,21.19538929,225.1351858,1,112.5689433
EXP_020,6.008453593,93.99154641,83.70547132,16.29452868,91.35228598,8.647714022,87.88818059,12.11181941,5958.626513,11156.11137,0.534113215,4.765657034,15.99077627,310.6347212,1,65.60007998
EXP_017,6.090966995,93.909033,76.98937064,23.01062936,89.53785663,10.46214337,83.97499402,16.02500598,6205.081963,14468.38449,0.428871791,8.204297056,20.77254259,63.01014776,1,68.76289417
EXP_019,6.016727856,93.98327214,83.41833221,16.58166779,88.15794141,11.84205859,88.30313121,11.69686879,5731.000362,12528.24823,0.457446265,5.520648609,20.84932301,206.6785767,1,110.6418237
EXP_013,5.867165697,94.1328343,86.9791081,13.0208919,85.64486537,14.35513463,89.5164056,10.4835944,7804.081423,8693.484392,0.897693154,17.47097046,14.43251114,357.6629627,1,63.52264073
EXP_017,6.112166052,93.88783395,77.62950158,22.37049842,89.46391537,10.53608463,84.41117346,15.58882654,6296.158335,14283.70862,0.440792969,8.308235631,20.8747105,74.91037928,1,67.19968294
EXP_017,6.050812333,93.94918767,77.01320494,22.98679506,89.69652823,10.30347177,84.24717038,15.75282962,6195.870417,14274.26827,0.434058706,7.788096836,21.37066004,52.43608745,1,67.98109692
EXP_018,6.060508035,93.93949196,85.15833763,14.84166237,89.36443043,10.63556957,87.48462859,12.51537141,6152.90073,8624.663912,0.713407594,22.14316034,20.86523526,102.6388868,1,90.92122257
EXP_022,6.17641767,93.82358233,82.95029662,17.04970338,86.37381382,13.62618618,91.6081904,8.391809603,6524.601813,12875.23824,0.506755812,7.101530657,16.52238739,128.6355719,1,87.13736991
EXP_021,5.433133813,94.56686619,83.25825806,16.74174194,92.51190229,7.488097707,86.01870879,13.98129121,5600.735024,10908.25527,0.51344004,19.294758,20.16837025,200.8613051,1,84.09581337
EXP_018,5.993631635,94.00636837,85.61905009,14.38094991,89.22440311,10.77559689,87.90447785,12.09552215,6132.555375,8830.287573,0.694491014,22.37226356,21.19176707,111.2967132,1,92.50548624
EXP_016,5.746778704,94.2532213,90.83135825,9.168641749,92.65393472,7.346065284,86.1967722,13.8032278,6712.413129,14999.76022,0.447501362,21.86014448,21.29116568,52.23928006,1,85.85364389
EXP_016,5.808292218,94.19170778,90.95327758,9.046722422,93.1100465,6.889953502,86.24617422,13.75382578,6816.906663,15062.69835,0.452568757,21.64554287,21.27555853,27.80164564,1,87.11812177
EXP_012,5.19993779,94.80006221,82.11200375,17.88799625,89.96084425,10.03915575,88.3943363,11.6056637,5814.837263,10972.46447,0.529948151,14.26326809,24.55954418,229.947496,1,61.93539331
EXP_018,6.021541785,93.97845822,85.49476217,14.50523783,89.41538959,10.58461041,87.65621161,12.34378839,6192.098258,8415.198005,0.73582324,21.89012709,20.64291554,112.8171884,1,89.91852887
EXP_014,5.896816594,94.10318341,88.76654054,11.23345946,84.63325844,15.36674156,91.09894511,8.901054891,6197.364025,10164.70387,0.609694498,15.45460106,11.57739301,121.2048561,1,87.02475349
EXP_021,5.478231093,94.52176891,82.92480975,17.07519025,92.10544669,7.894553312,85.63472564,14.36527436,5587.873604,10738.64782,0.520351696,18.41107183,20.16098755,176.0409927,1,85.08837171
EXP_020,5.984354738,94.01564526,82.94143302,17.05856698,91.18998703,8.810012971,88.56205701,11.43794299,5959.789062,11030.15411,0.540317841,5.451942595,15.84068303,315.1461908,1,63.51020713
EXP_022,6.145454196,93.8545458,82.83370227,17.16629773,86.21382334,13.78617666,91.75140582,8.248594183,6628.961869,12707.25181,0.521667625,6.573136285,16.80714984,122.6709747,1,88.65889213
EXP_022,6.192848557,93.80715144,83.37422806,16.62577194,86.45272123,13.54727877,91.56618988,8.433810123,6560.354768,12822.08251,0.511645028,6.61319533,16.42439957,116.306229,1,88.94521794
EXP_016,5.773467205,94.22653279,91.20736564,8.792634359,92.66939909,7.330600908,85.95427992,14.04572008,6831.041203,14814.7556,0.461097124,21.64324855,21.63666007,48.64547956,1,87.56384088
EXP_016,5.738636072,94.26136393,90.94610522,9.053894784,92.43284398,7.56715602,86.24472075,13.75527925,6707.359046,14883.81257,0.450647911,22.46600649,21.38773639,48.37905566,1,87.96168432
EXP_018,6.011564412,93.98843559,85.43912645,14.56087355,89.48255365,10.51744635,87.48202777,12.51797223,6157.540731,8953.025363,0.687760894,21.88562569,21.02358107,105.7349427,1,90.63677115
EXP_016,5.786915395,94.2130846,90.97810743,9.02189257,92.88162714,7.118372858,86.26795722,13.73204278,6897.452687,14738.01614,0.468004148,21.97156555,21.46251409,45.21458964,1,88.43021342
EXP_015,5.71039015,94.28960985,79.650427,20.349573,88.17699849,11.82300151,90.59505321,9.404946787,4588.638488,11020.05642,0.416389746,11.04501596,16.10086839,133.7536961,1,92.03389335
EXP_019,6.034000387,93.96599961,84.09036931,15.90963069,88.12034927,11.87965073,88.2242338,11.7757662,5829.783564,12309.35108,0.473606084,5.894708472,21.1684319,211.519675,1,114.5950644
EXP_016,5.718561122,94.28143888,91.38834905,8.61165095,92.64240759,7.357592414,86.01382841,13.98617159,6668.651338,14877.13488,0.448248362,21.95485538,21.60495032,43.87928371,1,89.06880559
EXP_022,6.134063718,93.86593628,83.15158188,16.84841812,86.47948961,13.52051039,91.77900349,8.220996514,6517.745368,12767.6772,0.510487951,6.819209487,17.21293769,110.1655999,1,85.76783736
EXP_014,5.891194886,94.10880511,87.95677759,12.04322241,84.53730051,15.46269949,91.16420975,8.835790249,6153.74213,10038.56743,0.613009991,16.65520925,12.44058808,122.6397381,1,85.64800149
EXP_016,5.71245001,94.28754999,90.80944502,9.190554983,92.67763451,7.322365486,86.55417725,13.44582275,6788.310885,15093.81666,0.449741178,21.81505043,21.48981905,34.6400618,1,88.1742788
EXP_017,6.054447908,93.94555209,77.64422209,22.35577791,89.18267269,10.81732731,84.18334971,15.81665029,6214.873136,14620.86371,0.42506881,9.2513215,20.47272312,60.06074279,1,66.79901863
EXP_021,5.428640945,94.57135906,83.41761666,16.58238334,92.1095655,7.890434499,86.02833836,13.97166164,5483.231184,10937.58359,0.501320163,18.79272785,20.40563951,200.6511754,1,85.34779901
EXP_018,6.029247477,93.97075252,85.4075554,14.5924446,89.19708122,10.80291878,87.73904827,12.26095173,6320.315866,8867.486768,0.712751655,21.48958197,20.63070789,106.7101111,1,90.75270163
EXP_012,5.259342535,94.74065746,82.73080563,17.26919437,90.02630519,9.973694812,88.79720047,11.20279953,5727.288545,10774.46368,0.531561358,14.84615653,24.62435603,215.4855165,1,66.12775387
EXP_015,5.703798672,94.29620133,79.56645047,20.43354953,87.78846352,12.21153648,90.86939475,9.130605248,4514.89752,11010.26678,0.4100625,11.28034914,16.8100382,149.9320527,1,93.53033874
EXP_021,5.446105629,94.55389437,83.44677375,16.55322625,92.49729551,7.502704487,85.71719041,14.28280959,5430.725745,10876.40625,0.499312514,18.78662949,20.13247301,195.8935363,1,87.68258031
EXP_014,5.931834886,94.06816511,88.25052043,11.74947957,84.93038255,15.06961745,91.46699114,8.533008861,6088.419393,10342.40785,0.588684906,16.11736722,12.2165757,104.8129592,1,87.38007907
EXP_015,5.704484825,94.29551517,79.5058657,20.4941343,87.65965686,12.34034314,91.08598869,8.91401131,4416.385495,11336.60908,0.389568473,9.999496134,16.55255759,148.4563448,1,91.84055511
EXP_013,5.899299391,94.10070061,86.15817879,13.84182121,85.56848951,14.43151049,90.02326293,9.976737075,7785.668701,8874.748872,0.877283269,16.45522389,14.70300506,351.4456214,1,66.39681692
EXP_019,6.076521375,93.92347863,83.22552273,16.77447727,87.90743841,12.09256159,88.0262261,11.9737739,5805.108333,12646.5431,0.459027284,6.701830529,20.59076782,199.9294919,1,113.7273965
EXP_013,5.892848908,94.10715109,86.70733815,13.29266185,85.46360668,14.53639332,89.88912254,10.11087746,7926.134599,9130.49655,0.868094583,17.15082658,13.79485404,334.7351365,1,64.27312504
EXP_016,5.824291538,94.17570846,91.0647094,8.935290598,92.52366846,7.476331538,86.44124254,13.55875746,6734.28393,15015.74301,0.448481565,22.32340168,21.35113826,45.84636262,1,88.45478862
EXP_019,6.091174191,93.90882581,83.40438887,16.59561113,88.02825906,11.97174094,88.35174104,11.64825896,5810.070215,12452.74952,0.466569267,5.040900391,20.34089933,204.2496355,1,110.8801333
EXP_021,5.424861225,94.57513878,82.87910631,17.12089369,92.54448357,7.455516426,85.53470525,14.46529475,5600.007775,10828.99153,0.517131051,18.23508832,20.45629857,185.1356253,1,82.42430525
EXP_014,5.928603812,94.07139619,88.39839275,11.60160725,84.72808698,15.27191302,91.08536026,8.914639736,6333.27827,10050.42234,0.630150461,16.59676419,12.40290758,121.4662385,1,86.57803905
EXP_015,5.691600361,94.30839964,79.65563765,20.34436235,87.61544342,12.38455658,90.73417197,9.265828026,4552.448842,11061.05565,0.411574536,11.02762519,16.84089967,148.0598063,1,95.23599329
EXP_013,5.900370685,94.09962932,86.08262429,13.91737571,85.91497781,14.08502219,90.08135291,9.918647086,7888.097016,8417.722828,0.937082056,17.72473102,14.25822803,348.4188554,1,64.29249226
EXP_016,5.728041208,94.27195879,91.15153917,8.848460826,92.8506648,7.149335199,86.03924383,13.96075617,6850.249471,14913.44301,0.459333869,21.82303419,21.38706039,45.91975529,1,89.77720476
EXP_022,6.13425566,93.86574434,83.46465661,16.53534339,86.13851982,13.86148018,91.92900035,8.070999646,6692.030005,12781.14713,0.523586024,6.683886155,17.07022208,133.1559951,1,88.90436813
EXP_015,5.717992271,94.28200773,79.17522849,20.82477151,88.10009399,11.89990601,91.01612108,8.983878918,4363.349718,11205.23064,0.389402937,10.73251898,16.13672368,152.3622619,1,93.54564923
EXP_014,5.943185421,94.05681458,87.83270811,12.16729189,84.72946651,15.27053349,91.12399531,8.876004691,6300.897924,10381.62266,0.606928043,15.63990218,12.49725515,125.8544662,1,88.10328303
EXP_016,5.771681249,94.22831875,91.19876111,8.801238886,92.61675703,7.383242972,86.52412567,13.47587433,6762.92502,14842.48386,0.455646446,22.54673626,21.42010004,41.15879351,1,89.54499542
EXP_021,5.469849337,94.53015066,83.8619648,16.1380352,92.49608336,7.503916641,85.36563269,14.63436731,5463.580204,11139.35553,0.490475431,19.57084568,20.23322714,191.5003681,1,84.57020693
EXP_018,6.04868739,93.95131261,85.34445417,14.65554583,89.16452433,10.83547567,87.95273138,12.04726862,6175.836824,8724.253637,0.707892856,21.82925544,20.95127905,112.9154449,1,90.9339387
EXP_018,6.044008739,93.95599126,85.70136013,14.29863987,89.28581605,10.71418395,87.69201413,12.30798587,6221.79104,8739.238572,0.711937429,21.79585029,20.86931835,116.865954,1,91.3748022
EXP_020,5.978294375,94.02170563,83.31949969,16.68050031,91.26980002,8.730199976,87.80677041,12.19322959,5824.346812,10935.56628,0.532605872,4.812298857,15.99775909,307.2169073,1,60.89818197
EXP_019,6.088893829,93.91110617,83.08983749,16.91016251,87.99830511,12.00169489,88.39957482,11.60042518,5780.610117,12398.6433,0.466229246,6.03395159,20.97475605,204.9698208,1,112.7090206
EXP_018,6.063817773,93.93618223,85.59924378,14.40075622,88.73956075,11.26043925,87.81906738,12.18093262,6235.760399,8871.607795,0.702889549,22.26709661,20.97630387,102.0027187,1,92.09664443
EXP_018,6.038533217,93.96146678,85.41313775,14.58686225,89.28201355,10.71798645,87.54672514,12.45327486,6214.880134,8727.752569,0.71208253,22.61523905,20.72870588,115.230832,1,91.37985596
EXP_017,6.077282687,93.92271731,77.31065168,22.68934832,89.14060728,10.85939272,83.96238959,16.03761041,6325.925509,14417.62376,0.438763392,8.334835336,20.70617695,65.34066655,1,67.64897572
EXP_013,5.926983619,94.07301638,85.94230057,14.05769943,85.80529486,14.19470514,89.61486163,10.38513837,7877.944502,8737.134341,0.901662284,17.39142709,14.49008263,349.4879179,1,63.74589007
EXP_016,5.759525406,94.24047459,91.21253207,8.78746793,92.75234432,7.247655685,86.68973483,13.31026517,6847.227148,14764.08888,0.463775801,23.06300738,21.07816972,45.18680043,1,85.16454171
EXP_021,5.451758909,94.54824109,83.48477095,16.51522905,92.34612975,7.653870246,85.47042877,14.52957123,5571.919857,10784.20804,0.516673996,18.50163765,20.64374635,186.7205488,1,86.73923617
EXP_012,5.231253212,94.76874679,82.37754983,17.62245017,90.33736028,9.662639721,88.27426836,11.72573164,5767.83669,11230.2105,0.513600051,15.35796131,24.42291481,217.0525923,1,63.77220669
EXP_021,5.447727023,94.55227298,83.54326885,16.45673115,92.4635239,7.536476095,85.70210257,14.29789743,5529.111319,10977.63695,0.503670448,19.50930154,20.18660865,201.2388306,1,83.90113417
